Unnamed: 0,brand,name,year,model,seat,fuel,capacity,origin,gear,price
864,Mazda,Mazda CX5 Deluxe 2.0 AT - 2023,2023,SUV,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,839000000
865,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,954000000
866,Toyota,Toyota Camry 2.0Q - 2022,2022,Sedan,5,Xăng,2.0,Nhập khẩu,Số tự động,1115000000
867,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,648000000
868,Hyundai,Hyundai Stargazer Tiêu chuẩn 1.5 AT - 2022,2022,Van/Minivan,7,Xăng,1.5,Nhập khẩu,Số tự động,502000000
869,Toyota,Toyota Corolla Cross 1.8G - 2023,2023,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,763000000
870,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,905000000
871,Toyota,Toyota Veloz Cross 1.5 CVT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,628000000
872,Kia,Kia K3 Premium 1.6 AT - 2022,2022,Sedan,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,640000000
873,Ford,Ford Ranger XLS 2.0L 4x2 MT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tay,630000000
874,Mitsubishi,Mitsubishi Triton 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.4,Nhập khẩu,Số tự động,650000000
875,Hyundai,Hyundai Accent 1.4 AT Đặc Biệt - 2023,2023,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,505000000
876,Hyundai,Hyundai Creta Đặc biệt 1.5 AT - 2022,2022,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,644000000
877,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,835000000
878,Toyota,Toyota Corolla Cross 1.8V - 2023,2023,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,860000000
879,Toyota,Toyota Camry 2.0Q - 2022,2022,Sedan,5,Xăng,2.0,Nhập khẩu,Số tự động,1175000000
880,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,846000000
881,Mitsubishi,Mitsubishi Attrage Premium 1.2 CVT - 2023,2023,Sedan,5,Xăng,1.2,Nhập khẩu,Số tự động,485000000
882,Toyota,Toyota Camry 2.0Q - 2022,2022,Sedan,5,Xăng,2.0,Nhập khẩu,Số tự động,1220000000
883,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,895000000
884,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1306000000
885,Honda,Honda City G 1.5 AT - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,489000000
886,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,954000000
887,VinFast,VinFast VF8 Eco - 2023,2023,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,727000000
888,VinFast,VinFast VF9 Eco - 2023,2023,SUV,7,Điện,0.2,Lắp ráp trong nước,Số tự động,727000000
889,Mitsubishi,Mitsubishi Outlander Premium 2.0 CVT - 2023,2023,SUV,7,Xăng,2.0,Lắp ráp trong nước,Số tự động,830000000
890,Honda,Honda City RS 1.5 AT - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,528000000
891,Ford,Ford Territory Trend 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,760000000
892,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,899000000
893,Nissan,Nissan Navara Pro-4X 2.3 AT 4WD - 2022,2022,Bán tải / Pickup,5,Dầu,2.3,Nhập khẩu,Số tự động,835000000
894,Kia,Kia Seltos Premium 1.4 AT - 2023,2023,Crossover,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,716000000
895,Suzuki,Suzuki Super Carry Truck 1.0 MT - 2022,2022,Truck,2,Xăng,1.0,Lắp ráp trong nước,Số tay,249000000
896,Toyota,Toyota Avanza Premio 1.5 MT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tay,548000000
897,Hyundai,Hyundai Accent 1.4 MT - 2022,2022,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tay,416000000
898,Mitsubishi,Mitsubishi Attrage Premium 1.2 CVT - 2022,2022,Sedan,5,Xăng,1.2,Nhập khẩu,Số tự động,490000000
899,Ford,Ford Everest Titanium Plus 4x4 - 2022,2022,SUV,7,Dầu,0.0,Nhập khẩu,Số tự động,1452000000
900,Hyundai,Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt - 2023,2023,Crossover,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,1025000000
901,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,859000000
902,Isuzu,Isuzu Dmax Type Z 1.9L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,1.9,Nhập khẩu,Số tự động,810000000
903,Toyota,Toyota Corolla Cross 1.8V - 2023,2023,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,860000000
904,Thaco,Thaco Frontier K250 - 2023,2023,Truck,3,Dầu,0.0,Lắp ráp trong nước,Số tay,435000000
905,Toyota,Toyota Veloz Cross 1.5 CVT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,658000000
906,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1420000000
907,Honda,Honda City RS 1.5 AT - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,604000000
908,Toyota,Toyota Raize G 1.0 CVT - 2023,2023,SUV,5,Xăng,1.0,Nhập khẩu,Số tự động,555000000
909,Isuzu,Isuzu QKR 270 2.5T thùng bạt - 2023,2023,Truck,3,Dầu,0.0,Lắp ráp trong nước,Số tay,560000000
910,Honda,Honda CRV L - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,1038000000
911,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1245000000
912,Mitsubishi,Mitsubishi Triton 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.4,Nhập khẩu,Số tự động,579000000
913,Mitsubishi,Mitsubishi Xpander Premium 1.5 AT - 2023,2023,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,658000000
914,Toyota,Toyota Fortuner 2.4G 4x2 AT Legender - 2023,2023,SUV,7,Dầu,2.4,Lắp ráp trong nước,Số tự động,1259000000
915,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1468000000
916,Toyota,Toyota Corolla altis 1.8HEV - 2023,2023,Sedan,5,Hybrid,1.8,Nhập khẩu,Số tự động,860000000
917,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,900000000
918,Toyota,Toyota Veloz Cross Top 1.5 CVT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,643000000
919,Isuzu,Isuzu Dmax LS 1.9L 4x2 AT - 2022,2022,Bán tải / Pickup,5,Dầu,1.9,Nhập khẩu,Số tự động,712000000
920,Toyota,Toyota Fortuner 2.4G 4x2 AT - 2022,2022,SUV,7,Dầu,2.4,Lắp ráp trong nước,Số tự động,1118000000
921,Ford,Ford Ranger XLS 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,716000000
922,Mitsubishi,Mitsubishi Attrage 1.2 MT - 2022,2022,Sedan,5,Xăng,1.2,Nhập khẩu,Số tay,380000000
923,Toyota,Toyota Fortuner 2.4L 4x2 MT - 2023,2023,SUV,7,Dầu,2.4,Lắp ráp trong nước,Số tay,1015000000
924,Hyundai,Hyundai Accent 1.4 MT - 2023,2023,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tay,431000000
925,Suzuki,Suzuki Swift GLX 1.2 AT - 2023,2023,Hatchback,5,Xăng,1.2,Nhập khẩu,Số tự động,549000000
926,Ford,Ford Territory Trend 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,780000000
927,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,875000000
928,Ford,Ford Everest Sport 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1133000000
929,Honda,Honda City L 1.5 AT - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,499000000
930,Mitsubishi,Mitsubishi Triton 4x2 AT Mivec - 2023,2023,Bán tải / Pickup,5,Dầu,2.4,Nhập khẩu,Số tự động,595000000
931,Hyundai,Hyundai SantaFe Tiêu chuẩn 2.2L - 2023,2023,SUV,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1079000000
932,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1256000000
933,Honda,Honda HRV RS - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,871000000
934,Hyundai,Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt - 2022,2022,Crossover,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,1020000000
935,Honda,Honda City RS 1.5 AT - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,539000000
936,Hyundai,Hyundai SantaFe Cao cấp 2.5L HTRAC - 2023,2023,SUV,7,Xăng,2.5,Lắp ráp trong nước,Số tự động,1195000000
937,Kia,Kia Sorento Luxury 2.2 AT - 2022,2022,SUV,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1082000000
938,Ford,Ford Ranger Wildtrak 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,0.0,Lắp ráp trong nước,Số tự động,965000000
939,Nissan,Nissan Navara VE 2.3 AT 2WD Tiêu chuẩn - 2022,2022,Bán tải / Pickup,5,Dầu,2.3,Nhập khẩu,Số tự động,625000000
940,Mitsubishi,Mitsubishi Outlander Premium 2.0 CVT - 2023,2023,SUV,7,Xăng,2.0,Lắp ráp trong nước,Số tự động,830000000
941,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,890000000
942,Toyota,Toyota Corolla Cross 1.8G - 2023,2023,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,720000000
943,Toyota,Toyota Camry 2.0Q - 2023,2023,Sedan,5,Xăng,2.0,Nhập khẩu,Số tự động,1115000000
944,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,645000000
945,Ford,Ford Transit Tiêu chuẩn - 2023,2023,Van/Minivan,16,Dầu,2.2,Lắp ráp trong nước,Số tay,830000000
946,Toyota,Toyota Corolla Cross 1.8V - 2022,2022,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,799000000
947,Toyota,Toyota Fortuner Legender 2.4L 4x2 AT - 2022,2022,SUV,7,Dầu,2.4,Lắp ráp trong nước,Số tự động,1130000000
948,Toyota,Toyota Vios E CVT - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,495000000
949,Hyundai,Hyundai SantaFe Cao cấp 2.2L HTRAC - 2022,2022,SUV,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1190000000
950,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,885000000
951,VinFast,VinFast VF8 Eco - 2023,2023,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,907000000
952,Ford,Ford Ranger XLT 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,830000000
953,Toyota,Toyota Corolla Cross 1.8G - 2022,2022,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,718000000
954,VinFast,VinFast VF e34 AT - 2023,2023,Crossover,5,Điện,0.1,Lắp ráp trong nước,Số tự động,525000000
955,Ford,Ford Everest Ambiente 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1050000000
956,VinFast,VinFast VF9 Plus - 2023,2023,SUV,7,Điện,0.2,Lắp ráp trong nước,Số tự động,1571000000
957,Toyota,Toyota Corolla Cross 1.8G - 2023,2023,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,755000000
958,Ford,Ford Ranger XLS 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,726000000
959,Suzuki,Suzuki XL7 1.5 AT - 2022,2022,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,540000000
960,Mazda,Mazda CX5 Luxury 2.0 AT - 2023,2023,SUV,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,794000000
961,Toyota,Toyota Raize G 1.0 CVT - 2022,2022,SUV,5,Xăng,1.0,Nhập khẩu,Số tự động,535000000
962,Toyota,Toyota Corolla altis 1.8V - 2023,2023,Sedan,5,Xăng,1.8,Nhập khẩu,Số tự động,765000000
963,Hyundai,Hyundai Accent 1.4 AT - 2022,2022,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,462000000
964,Suzuki,Suzuki XL7 1.5 AT - 2022,2022,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,564000000
965,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,900000000
966,Honda,Honda HRV RS - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,851000000
967,Toyota,Toyota Fortuner 2.4L 4x2 AT - 2023,2023,SUV,7,Dầu,2.4,Lắp ráp trong nước,Số tự động,1048000000
968,Toyota,Toyota Fortuner 2.4L 4x2 AT - 2023,2023,SUV,7,Dầu,2.4,Lắp ráp trong nước,Số tự động,1107000000
969,Ford,Ford Everest Titanium 2.0L 4x2 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1225000000
970,Hyundai,Hyundai Elantra 2.0 AT Cao cấp - 2023,2023,Sedan,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,686000000
971,Mitsubishi,Mitsubishi Triton 4x2 AT - 2022,2022,Bán tải / Pickup,5,Dầu,2.4,Nhập khẩu,Số tự động,650000000
972,Mitsubishi,Mitsubishi Triton Athlete 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.4,Nhập khẩu,Số tự động,780000000
973,Hyundai,Hyundai Creta Đặc biệt 1.5 AT - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,640000000
974,Hyundai,Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt - 2023,2023,Crossover,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,1045000000
975,Hyundai,Hyundai i10 1.2 AT - 2023,2023,Hatchback,5,Xăng,1.25,Lắp ráp trong nước,Số tự động,415000000
976,Honda,Honda CRV L - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,989000000
977,Hyundai,Hyundai SantaFe Cao cấp 2.2L HTRAC - 2023,2023,SUV,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1225000000
978,Hyundai,Hyundai Stargazer Đặc biệt 1.5 AT - 2022,2022,Van/Minivan,7,Xăng,1.5,Nhập khẩu,Số tự động,585000000
979,Ford,Ford Ranger XLT 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,770000000
980,Ford,Ford Ranger XLS 2.0L 4x2 MT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tay,595000000
981,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,640000000
982,Hyundai,Hyundai Accent 1.4 AT Đặc Biệt - 2022,2022,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,490000000
983,Ford,Ford Territory Trend 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,822000000
984,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,638000000
985,Toyota,Toyota Corolla Cross 1.8V - 2022,2022,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,846000000
986,Ford,Ford Everest Wildtrak 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1499000000
987,Toyota,Toyota Corolla Cross 1.8V - 2022,2022,SUV,5,Xăng,1.8,Nhập khẩu,Số tự động,756000000
988,Toyota,Toyota Veloz Cross 1.5 CVT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,628000000
989,Toyota,Toyota Veloz Cross Top 1.5 CVT - 2022,2022,SUV,7,Xăng,1.5,Nhập khẩu,Số tự động,698000000
990,Honda,Honda City RS 1.5 AT - 2023,2023,Sedan,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,534000000
991,Hyundai,Hyundai Stargazer Cao cấp 1.5 AT - 2023,2023,Van/Minivan,7,Xăng,1.5,Nhập khẩu,Số tự động,610000000
992,Toyota,Toyota Fortuner 2.7L 4x2 AT - 2023,2023,SUV,7,Xăng,2.7,Nhập khẩu,Số tự động,1229000000
993,Mitsubishi,Mitsubishi Attrage Premium 1.2 CVT - 2023,2023,Sedan,5,Xăng,1.2,Nhập khẩu,Số tự động,490000000
994,Mazda,Mazda CX8 Premium - 2023,2023,SUV,7,Xăng,2.5,Lắp ráp trong nước,Số tự động,1079000000
995,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,895000000
996,Hyundai,Hyundai Creta Cao cấp 1.5 AT - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,710000000
997,Ford,Ford Territory Titanium X 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,935000000
998,Honda,Honda HRV RS - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,876000000
999,Mazda,Mazda CX5 Premium 2.0 AT - 2023,2023,SUV,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,819000000
1000,Honda,Honda Civic RS 1.5 AT - 2022,2022,Sedan,5,Xăng,1.5,Nhập khẩu,Số tự động,875000000
1001,Kia,Kia K3 Premium 1.6 AT - 2022,2022,Sedan,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,709000000
1002,Hyundai,Hyundai Creta Tiêu chuẩn 1.5 AT - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,610000000
1003,Ford,Ford Ranger XLS 2.0L 4x2 MT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tay,640000000
1004,Toyota,Toyota Camry 2.0Q - 2023,2023,Sedan,5,Xăng,2.0,Nhập khẩu,Số tự động,1190000000
1005,Hyundai,Hyundai Accent 1.4 AT Đặc Biệt - 2023,2023,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,515000000
1006,Hyundai,Hyundai Accent 1.4 AT Đặc Biệt - 2023,2023,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,505000000
1007,Kia,Kia Carnival Luxury 2.2D - 2023,2023,Van/Minivan,8,Dầu,2.2,Lắp ráp trong nước,Số tự động,1289000000
1008,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,638000000
1009,Mazda,Mazda 3 1.5L Sport Premium - 2023,2023,Hatchback,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,751000000
1010,Hyundai,Hyundai Creta Đặc biệt 1.5 AT - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,637000000
1011,Hyundai,Hyundai Accent 1.4 AT - 2023,2023,Sedan,5,Xăng,1.4,Lắp ráp trong nước,Số tự động,466000000
1012,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,688000000
1013,Toyota,Toyota Innova Venturer 2.0 AT - 2023,2023,Crossover,8,Xăng,2.0,Lắp ráp trong nước,Số tự động,885000000
1014,Ford,Ford Transit Tiêu chuẩn - 2023,2023,Van/Minivan,16,Dầu,2.2,Lắp ráp trong nước,Số tay,800000000
1015,Hyundai,Hyundai SantaFe Cao cấp 2.2L HTRAC - 2023,2023,SUV,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1220000000
1016,Ford,Ford Ranger XLT 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,830000000
1017,VinFast,VinFast VF9 Eco - 2023,2023,SUV,7,Điện,0.2,Lắp ráp trong nước,Số tự động,1443000000
1018,BMW,BMW 3 Series 320i M Sport - 2022,2022,Sedan,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,1529000000
1019,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,648000000
1020,Ford,Ford Ranger XLS 2.0L 4x2 MT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tay,665000000
1021,Hyundai,Hyundai Creta Đặc biệt 1.5 AT - 2022,2022,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,670000000
1022,Toyota,Toyota Corolla Cross 1.8HV - 2023,2023,SUV,5,Hybrid,1.8,Nhập khẩu,Số tự động,943000000
1023,Toyota,Toyota Veloz Cross 1.5 CVT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,658000000
1024,Toyota,Toyota Fortuner Legender 2.8L 4x4 AT - 2022,2022,SUV,7,Dầu,2.8,Lắp ráp trong nước,Số tự động,1324000000
1025,Mitsubishi,Mitsubishi Triton 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.4,Nhập khẩu,Số tự động,650000000
1026,Toyota,Toyota Fortuner Legender 2.8L 4x4 AT - 2022,2022,SUV,7,Dầu,2.8,Lắp ráp trong nước,Số tự động,1324000000
1027,VinFast,VinFast Lux A 2.0 Cao cấp - 2022,2022,Sedan,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,950000000
1028,Hyundai,Hyundai Tucson 2.0 AT Tiêu chuẩn - 2023,2023,Crossover,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,825000000
1029,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,900000000
1030,Hyundai,Hyundai SantaFe Cao cấp 2.2L HTRAC - 2023,2023,SUV,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1295000000
1031,Nissan,Nissan Almera VL 1.0 CVT Cao cấp - 2023,2023,Sedan,5,Xăng,1.0,Nhập khẩu,Số tự động,536000000
1032,Toyota,Toyota Veloz Cross Top 1.5 CVT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,638000000
1033,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,869000000
1034,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,640000000
1035,Ford,Ford Ranger XLS 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,720000000
1036,Hyundai,Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt - 2022,2022,Crossover,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,1020000000
1037,Peugeot,Peugeot 3008 GT - 2022,2022,Crossover,5,Xăng,1.6,Lắp ráp trong nước,Số tự động,1175000000
1038,Peugeot,Peugeot 2008 Active 1.2 AT - 2022,2022,Crossover,5,Xăng,1.2,Lắp ráp trong nước,Số tự động,763000000
1039,VinFast,VinFast VF8 Plus - 2023,2023,SUV,5,Điện,0.2,Lắp ráp trong nước,Số tự động,1184000000
1040,Toyota,Toyota Veloz Cross 1.5 CVT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,658000000
1041,Kia,Kia Carens 1.5G IVT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,654000000
1042,Ford,Ford Territory Titanium 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,835000000
1043,Ford,Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.0,Lắp ráp trong nước,Số tự động,895000000
1044,Kia,Kia Carnival Luxury 2.2D - 2023,2023,Van/Minivan,8,Dầu,2.2,Lắp ráp trong nước,Số tự động,1274000000
1045,BMW,BMW 3 Series 320i Sport Line - 2023,2023,Sedan,5,Xăng,2.0,Lắp ráp trong nước,Số tự động,1341000000
1046,Ford,Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,Bán tải / Pickup,5,Dầu,2.2,Lắp ráp trong nước,Số tự động,648000000
1047,Mitsubishi,Mitsubishi Attrage 1.2 CVT - 2023,2023,Sedan,5,Xăng,1.2,Nhập khẩu,Số tự động,465000000
1048,Hyundai,Hyundai Creta Đặc biệt 1.5 AT - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,648000000
1049,Toyota,Toyota Veloz Cross Top 1.5 CVT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,706000000
1050,Ford,Ford Territory Trend 1.5 AT - 2023,2023,SUV,5,Xăng,1.5,Lắp ráp trong nước,Số tự động,760000000
1051,Subaru,Subaru Forester I-L Eyesight - 2023,2023,SUV,5,Xăng,2.0,Nhập khẩu,Số tự động,1099000000
1052,Ford,Ford Everest Titanium Plus 2.0L 4x4 AT - 2023,2023,SUV,7,Dầu,2.0,Nhập khẩu,Số tự động,1403000000
1053,Kia,Kia Carnival Signature 2.2D - 2023,2023,Van/Minivan,7,Dầu,2.2,Lắp ráp trong nước,Số tự động,1511000000
1054,Toyota,Toyota Avanza Premio 1.5 AT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,588000000
1055,Toyota,Toyota Veloz Cross 1.5 CVT - 2023,2023,SUV,7,Xăng,1.5,Lắp ráp trong nước,Số tự động,651000000
1056,Hyundai,Hyundai Creta Đặc biệt 1.5 AT - 2023,2023,Crossover,5,Xăng,1.5,Nhập khẩu,Số tự động,650000000
